"rowid","Species","Confidence","True.Positive","Voc.ID","ARU.Name","Date","Hour","Minute","Second","File"
655,"Kentucky Warbler",0.66,NA,55,"UF2-6",20240525,6,0,21,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Kentucky_Warbler\20240525_060000.wav"
656,"Kentucky Warbler",0.48,NA,56,"UF3-1",20240613,6,4,0,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Kentucky_Warbler\20240613_060400.wav"
657,"Kentucky Warbler",0.76,NA,57,"UF2-4",20240602,7,0,33,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Kentucky_Warbler\20240602_070000.wav"
658,"Kentucky Warbler",0.54,NA,58,"UF2-9",20240608,8,2,9,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Kentucky_Warbler\20240608_080200.wav"
659,"Kentucky Warbler",0.39,NA,59,"UF3-9",20240602,6,0,12,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Kentucky_Warbler\20240602_060000.wav"
660,"Kentucky Warbler",0.31,NA,60,"UF2-1",20240613,6,2,48,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Kentucky_Warbler\20240613_060200.wav"
661,"Kentucky Warbler",0.34,NA,61,"UF3-1",20240528,7,0,51,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Kentucky_Warbler\20240528_070000.wav"
662,"Kentucky Warbler",0.36,NA,62,"UF3-1",20240528,6,1,6,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Kentucky_Warbler\20240528_060100.wav"
663,"Kentucky Warbler",0.55,NA,63,"UF3-1",20240602,6,2,45,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Kentucky_Warbler\20240602_060200.wav"
664,"Kentucky Warbler",0.34,NA,64,"UF2-12",20240527,8,3,33,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Kentucky_Warbler\20240527_080300.wav"
665,"Kentucky Warbler",0.56,NA,65,"UF2-1",20240604,6,0,57,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Kentucky_Warbler\20240604_060000.wav"
666,"Kentucky Warbler",0.41,NA,66,"UF2-1",20240604,6,3,30,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Kentucky_Warbler\20240604_060300.wav"
667,"Kentucky Warbler",0.55,NA,67,"UF2-1",20240526,6,3,36,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Kentucky_Warbler\20240526_060300.wav"
668,"Kentucky Warbler",0.53,NA,68,"UF2-1",20240526,6,2,42,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Kentucky_Warbler\20240526_060200.wav"
669,"Kentucky Warbler",0.41,NA,69,"UF2-9",20240611,6,1,18,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Kentucky_Warbler\20240611_060100.wav"
670,"Kentucky Warbler",0.43,NA,70,"UF3-1",20240605,6,4,12,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Kentucky_Warbler\20240605_060400.wav"
671,"Kentucky Warbler",0.5,NA,71,"UF2-4",20240602,7,0,24,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Kentucky_Warbler\20240602_070000.wav"
672,"Kentucky Warbler",0.33,NA,72,"UF2-9",20240612,6,1,42,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Kentucky_Warbler\20240612_060100.wav"
673,"Kentucky Warbler",0.58,NA,73,"UF2-1",20240609,6,0,51,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Kentucky_Warbler\20240609_060000.wav"
674,"Kentucky Warbler",0.34,NA,74,"UF2-12",20240529,8,0,36,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Kentucky_Warbler\20240529_080000.wav"
675,"Kentucky Warbler",0.4,NA,75,"UF2-1",20240523,6,4,18,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Kentucky_Warbler\20240523_060400.wav"
676,"Kentucky Warbler",0.52,NA,76,"UF3-1",20240612,6,1,33,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Kentucky_Warbler\20240612_060100.wav"
677,"Kentucky Warbler",0.34,NA,77,"UF2-1",20240525,7,0,57,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Kentucky_Warbler\20240525_070000.wav"
678,"Kentucky Warbler",0.55,NA,78,"UF2-1",20240609,6,0,15,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Kentucky_Warbler\20240609_060000.wav"
679,"Kentucky Warbler",0.34,NA,79,"UF2-1",20240526,6,3,33,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Kentucky_Warbler\20240526_060300.wav"
680,"Kentucky Warbler",0.54,NA,80,"UF2-9",20240607,6,2,24,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Kentucky_Warbler\20240607_060200.wav"
681,"Kentucky Warbler",0.6,NA,81,"UF3-1",20240602,6,4,42,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Kentucky_Warbler\20240602_060400.wav"
682,"Kentucky Warbler",0.52,NA,82,"UF2-9",20240526,7,2,15,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Kentucky_Warbler\20240526_070200.wav"
683,"Kentucky Warbler",0.34,NA,83,"UF2-1",20240606,6,1,15,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Kentucky_Warbler\20240606_060100.wav"
684,"Kentucky Warbler",0.52,NA,84,"UF2-4",20240525,6,2,0,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Kentucky_Warbler\20240525_060200.wav"
685,"Kentucky Warbler",0.59,NA,85,"UF2-1",20240526,6,4,51,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Kentucky_Warbler\20240526_060400.wav"
686,"Kentucky Warbler",0.45,NA,86,"UF3-1",20240613,7,4,45,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Kentucky_Warbler\20240613_070400.wav"
687,"Kentucky Warbler",0.34,NA,87,"UF2-4",20240522,6,2,27,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Kentucky_Warbler\20240522_060200.wav"
688,"Kentucky Warbler",0.5,NA,88,"UF2-4",20240602,7,0,24,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Kentucky_Warbler\20240602_070000.wav"
689,"Kentucky Warbler",0.45,NA,89,"UF2-1",20240525,7,3,45,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Kentucky_Warbler\20240525_070300.wav"
690,"Kentucky Warbler",0.37,NA,90,"UF2-4",20240522,6,2,42,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Kentucky_Warbler\20240522_060200.wav"
691,"Kentucky Warbler",0.41,NA,91,"UF2-4",20240610,7,3,21,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Kentucky_Warbler\20240610_070300.wav"
692,"Kentucky Warbler",0.48,NA,92,"UF2-9",20240606,7,3,9,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Kentucky_Warbler\20240606_070300.wav"
693,"Kentucky Warbler",0.36,NA,93,"UF2-1",20240604,7,2,51,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Kentucky_Warbler\20240604_070200.wav"
694,"Kentucky Warbler",0.44,NA,94,"UF3-1",20240609,6,2,9,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Kentucky_Warbler\20240609_060200.wav"
695,"Kentucky Warbler",0.49,NA,95,"UF2-12",20240526,6,3,3,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Kentucky_Warbler\20240526_060300.wav"
696,"Kentucky Warbler",0.53,NA,96,"UF2-9",20240607,7,1,42,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Kentucky_Warbler\20240607_070100.wav"
697,"Kentucky Warbler",0.3,NA,97,"UF2-1",20240605,6,0,45,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Kentucky_Warbler\20240605_060000.wav"
698,"Kentucky Warbler",0.47,NA,98,"UF3-1",20240607,8,0,12,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Kentucky_Warbler\20240607_080000.wav"
699,"Kentucky Warbler",0.33,NA,99,"UF2-1",20240525,7,3,6,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Kentucky_Warbler\20240525_070300.wav"
700,"Kentucky Warbler",0.33,NA,100,"UF2-4",20240611,6,1,51,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Kentucky_Warbler\20240611_060100.wav"
701,"Northern Parula",0.66,NA,1,"UF2-6",20240613,8,2,12,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Northern_Parula\20240613_080200.wav"
702,"Northern Parula",0.31,NA,2,"UF2-4",20240608,6,4,15,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Northern_Parula\20240608_060400.wav"
703,"Northern Parula",0.65,NA,3,"UF2-6",20240611,8,2,6,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Northern_Parula\20240611_080200.wav"
704,"Northern Parula",0.42,NA,4,"UF2-4",20240611,8,2,0,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Northern_Parula\20240611_080200.wav"
705,"Northern Parula",0.39,NA,5,"UF2-6",20240613,7,1,24,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Northern_Parula\20240613_070100.wav"
706,"Northern Parula",0.3,NA,6,"UF2-4",20240517,6,0,45,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Northern_Parula\20240517_060000.wav"
707,"Northern Parula",0.49,NA,7,"UF2-6",20240605,8,4,24,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Northern_Parula\20240605_080400.wav"
708,"Northern Parula",0.59,NA,8,"UF2-4",20240601,8,3,30,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Northern_Parula\20240601_080300.wav"
709,"Northern Parula",0.84,NA,9,"UF2-6",20240608,8,1,27,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Northern_Parula\20240608_080100.wav"
710,"Northern Parula",0.32,NA,10,"UF2-4",20240612,7,2,33,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Northern_Parula\20240612_070200.wav"
711,"Northern Parula",0.35,NA,11,"UF2-6",20240530,7,0,21,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Northern_Parula\20240530_070000.wav"
712,"Northern Parula",0.92,NA,12,"UF2-6",20240613,7,0,48,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Northern_Parula\20240613_070000.wav"
713,"Northern Parula",0.66,NA,13,"UF2-4",20240606,7,0,12,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Northern_Parula\20240606_070000.wav"
714,"Northern Parula",0.4,NA,14,"UF2-1",20240521,7,2,39,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Northern_Parula\20240521_070200.wav"
715,"Northern Parula",0.45,NA,15,"UF2-4",20240613,8,3,48,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Northern_Parula\20240613_080300.wav"
716,"Northern Parula",0.43,NA,16,"UF2-1",20240531,7,0,12,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Northern_Parula\20240531_070000.wav"
717,"Northern Parula",0.77,NA,17,"UF2-6",20240610,7,1,33,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Northern_Parula\20240610_070100.wav"
718,"Northern Parula",0.57,NA,18,"UF2-6",20240525,8,4,6,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Northern_Parula\20240525_080400.wav"
719,"Northern Parula",0.88,NA,19,"UF2-6",20240605,8,1,36,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Northern_Parula\20240605_080100.wav"
720,"Northern Parula",0.48,NA,20,"UF2-6",20240608,8,0,15,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Northern_Parula\20240608_080000.wav"
721,"Northern Parula",0.32,NA,21,"UF2-6",20240608,6,3,51,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Northern_Parula\20240608_060300.wav"
722,"Northern Parula",0.83,NA,22,"UF2-6",20240608,8,1,24,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Northern_Parula\20240608_080100.wav"
723,"Northern Parula",0.35,NA,23,"UF2-6",20240608,6,3,21,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Northern_Parula\20240608_060300.wav"
724,"Northern Parula",0.4,NA,24,"UF2-6",20240525,8,0,36,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Northern_Parula\20240525_080000.wav"
725,"Northern Parula",0.38,NA,25,"UF2-6",20240608,6,1,36,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Northern_Parula\20240608_060100.wav"
726,"Northern Parula",0.31,NA,26,"UF2-4",20240606,7,0,51,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Northern_Parula\20240606_070000.wav"
727,"Northern Parula",0.3,NA,27,"UF2-1",20240528,8,0,27,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Northern_Parula\20240528_080000.wav"
728,"Northern Parula",0.55,NA,28,"UF2-4",20240606,7,0,21,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Northern_Parula\20240606_070000.wav"
729,"Northern Parula",0.99,NA,29,"UF2-6",20240605,8,2,9,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Northern_Parula\20240605_080200.wav"
730,"Northern Parula",0.71,NA,30,"UF2-1",20240531,7,0,24,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Northern_Parula\20240531_070000.wav"
731,"Northern Parula",0.35,NA,31,"UF2-6",20240608,6,3,54,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Northern_Parula\20240608_060300.wav"
732,"Northern Parula",0.6,NA,32,"UF2-6",20240610,8,0,33,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Northern_Parula\20240610_080000.wav"
733,"Northern Parula",0.6,NA,33,"UF2-1",20240603,8,1,3,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Northern_Parula\20240603_080100.wav"
734,"Northern Parula",0.36,NA,34,"UF2-4",20240613,8,1,15,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Northern_Parula\20240613_080100.wav"
735,"Northern Parula",0.92,NA,35,"UF2-6",20240605,8,3,30,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Northern_Parula\20240605_080300.wav"
736,"Northern Parula",0.63,NA,36,"UF2-9",20240609,7,1,21,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Northern_Parula\20240609_070100.wav"
737,"Northern Parula",0.81,NA,37,"UF2-6",20240613,7,0,6,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Northern_Parula\20240613_070000.wav"
738,"Northern Parula",0.79,NA,38,"UF2-6",20240605,8,3,45,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Northern_Parula\20240605_080300.wav"
739,"Northern Parula",0.41,NA,39,"UF2-6",20240611,8,1,24,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Northern_Parula\20240611_080100.wav"
740,"Northern Parula",0.33,NA,40,"UF2-4",20240601,8,2,39,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Northern_Parula\20240601_080200.wav"
741,"Northern Parula",0.73,NA,41,"UF2-6",20240611,8,1,27,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Northern_Parula\20240611_080100.wav"
742,"Northern Parula",0.85,NA,42,"UF2-6",20240608,8,1,6,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Northern_Parula\20240608_080100.wav"
743,"Northern Parula",0.7,NA,43,"UF2-6",20240605,8,1,48,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Northern_Parula\20240605_080100.wav"
744,"Northern Parula",0.4,NA,44,"UF2-1",20240528,6,0,30,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Northern_Parula\20240528_060000.wav"
745,"Northern Parula",0.61,NA,45,"UF2-6",20240530,7,0,42,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Northern_Parula\20240530_070000.wav"
746,"Northern Parula",0.32,NA,46,"UF2-4",20240613,8,3,51,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Northern_Parula\20240613_080300.wav"
747,"Northern Parula",0.6,NA,47,"UF2-1",20240531,8,4,3,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Northern_Parula\20240531_080400.wav"
748,"Northern Parula",0.32,NA,48,"UF2-1",20240528,8,4,3,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Northern_Parula\20240528_080400.wav"
749,"Northern Parula",0.69,NA,49,"UF2-6",20240605,8,4,6,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Northern_Parula\20240605_080400.wav"
750,"Northern Parula",0.42,NA,50,"UF2-4",20240611,8,1,42,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Northern_Parula\20240611_080100.wav"
751,"Northern Parula",0.75,NA,51,"UF2-1",20240518,8,1,54,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Northern_Parula\20240518_080100.wav"
752,"Northern Parula",0.49,NA,52,"UF2-6",20240613,8,2,45,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Northern_Parula\20240613_080200.wav"
753,"Northern Parula",0.41,NA,53,"UF2-1",20240528,6,2,21,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Northern_Parula\20240528_060200.wav"
754,"Northern Parula",0.32,NA,54,"UF2-1",20240602,7,2,51,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Northern_Parula\20240602_070200.wav"
755,"Northern Parula",0.57,NA,55,"UF2-12",20240523,8,4,15,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Northern_Parula\20240523_080400.wav"
756,"Northern Parula",0.53,NA,56,"UF2-4",20240606,7,0,42,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Northern_Parula\20240606_070000.wav"
757,"Northern Parula",0.78,NA,57,"UF2-6",20240605,7,0,27,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Northern_Parula\20240605_070000.wav"
758,"Northern Parula",0.33,NA,58,"UF2-4",20240606,6,0,36,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Northern_Parula\20240606_060000.wav"
759,"Northern Parula",0.41,NA,59,"UF2-6",20240529,8,1,6,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Northern_Parula\20240529_080100.wav"
760,"Northern Parula",0.31,NA,60,"UF2-4",20240606,7,0,30,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Northern_Parula\20240606_070000.wav"
761,"Northern Parula",0.54,NA,61,"UF2-6",20240610,8,1,51,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Northern_Parula\20240610_080100.wav"
762,"Northern Parula",0.52,NA,62,"UF2-6",20240611,8,2,24,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Northern_Parula\20240611_080200.wav"
763,"Northern Parula",0.73,NA,63,"UF2-6",20240613,8,2,27,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Northern_Parula\20240613_080200.wav"
764,"Northern Parula",0.6,NA,64,"UF2-6",20240605,8,4,27,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Northern_Parula\20240605_080400.wav"
765,"Northern Parula",0.52,NA,65,"UF2-6",20240613,8,2,3,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Northern_Parula\20240613_080200.wav"
766,"Northern Parula",0.5,NA,66,"UF2-4",20240612,7,1,48,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Northern_Parula\20240612_070100.wav"
767,"Northern Parula",0.59,NA,67,"UF2-6",20240612,8,0,39,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Northern_Parula\20240612_080000.wav"
768,"Northern Parula",0.35,NA,68,"UF2-6",20240608,6,3,6,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Northern_Parula\20240608_060300.wav"
769,"Northern Parula",0.97,NA,69,"UF2-6",20240605,8,2,27,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Northern_Parula\20240605_080200.wav"
770,"Northern Parula",0.56,NA,70,"UF2-6",20240610,8,0,21,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Northern_Parula\20240610_080000.wav"
771,"Northern Parula",0.3,NA,71,"UF2-6",20240525,8,0,48,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Northern_Parula\20240525_080000.wav"
772,"Northern Parula",0.55,NA,72,"UF2-1",20240609,8,4,27,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Northern_Parula\20240609_080400.wav"
773,"Northern Parula",0.51,NA,73,"UF2-6",20240530,7,1,6,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Northern_Parula\20240530_070100.wav"
774,"Northern Parula",0.67,NA,74,"UF2-6",20240611,8,0,57,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Northern_Parula\20240611_080000.wav"
775,"Northern Parula",0.48,NA,75,"UF2-12",20240609,8,2,42,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Northern_Parula\20240609_080200.wav"
776,"Northern Parula",0.87,NA,76,"UF2-6",20240608,8,2,0,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Northern_Parula\20240608_080200.wav"
777,"Northern Parula",0.49,NA,77,"UF2-6",20240530,7,1,54,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Northern_Parula\20240530_070100.wav"
778,"Northern Parula",0.43,NA,78,"UF2-12",20240523,8,0,27,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Northern_Parula\20240523_080000.wav"
779,"Northern Parula",0.33,NA,79,"UF2-6",20240610,8,0,45,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Northern_Parula\20240610_080000.wav"
780,"Northern Parula",0.35,NA,80,"UF2-4",20240608,6,1,15,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Northern_Parula\20240608_060100.wav"
781,"Northern Parula",0.32,NA,81,"UF2-6",20240608,6,1,51,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Northern_Parula\20240608_060100.wav"
782,"Northern Parula",0.73,NA,82,"UF2-6",20240613,7,1,0,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Northern_Parula\20240613_070100.wav"
783,"Northern Parula",0.8,NA,83,"UF2-6",20240608,8,3,42,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Northern_Parula\20240608_080300.wav"
784,"Northern Parula",0.31,NA,84,"UF2-4",20240522,8,4,42,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Northern_Parula\20240522_080400.wav"
