"rowid","Species","Confidence","True.Positive","Voc.ID","ARU.Name","Date","Hour","Minute","Second","File"
1144,"Prothonotary Warbler",0.47,NA,44,"UF2-9",20240607,6,0,39,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Prothonotary_Warbler\20240607_060000.wav"
1145,"Prothonotary Warbler",0.42,NA,45,"UF2-6",20240607,6,2,39,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Prothonotary_Warbler\20240607_060200.wav"
1146,"Prothonotary Warbler",0.6,NA,46,"UF2-6",20240607,6,1,42,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Prothonotary_Warbler\20240607_060100.wav"
1147,"Prothonotary Warbler",0.52,NA,47,"UF2-9",20240603,8,3,39,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Prothonotary_Warbler\20240603_080300.wav"
1148,"Prothonotary Warbler",0.42,NA,48,"UF2-4",20240605,6,0,36,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Prothonotary_Warbler\20240605_060000.wav"
1149,"Prothonotary Warbler",0.35,NA,49,"UF2-9",20240609,8,4,54,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Prothonotary_Warbler\20240609_080400.wav"
1150,"Prothonotary Warbler",0.51,NA,50,"UF2-4",20240605,6,0,57,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Prothonotary_Warbler\20240605_060000.wav"
1151,"Prothonotary Warbler",0.41,NA,51,"UF3-1",20240607,6,4,3,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Prothonotary_Warbler\20240607_060400.wav"
1152,"Prothonotary Warbler",0.3,NA,52,"UF2-6",20240607,6,4,36,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Prothonotary_Warbler\20240607_060400.wav"
1153,"Prothonotary Warbler",0.42,NA,53,"UF2-4",20240605,6,1,12,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Prothonotary_Warbler\20240605_060100.wav"
1154,"Prothonotary Warbler",0.38,NA,54,"UF2-1",20240607,6,2,48,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Prothonotary_Warbler\20240607_060200.wav"
1155,"Prothonotary Warbler",0.31,NA,55,"UF2-1",20240527,7,2,9,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Prothonotary_Warbler\20240527_070200.wav"
1156,"Prothonotary Warbler",0.35,NA,56,"UF3-9",20240605,6,3,12,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Prothonotary_Warbler\20240605_060300.wav"
1157,"Prothonotary Warbler",0.41,NA,57,"UF2-12",20240606,6,1,3,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Prothonotary_Warbler\20240606_060100.wav"
1158,"Prothonotary Warbler",0.4,NA,58,"UF3-9",20240605,6,1,30,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Prothonotary_Warbler\20240605_060100.wav"
1159,"Prothonotary Warbler",0.34,NA,59,"UF2-6",20240607,6,3,21,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Prothonotary_Warbler\20240607_060300.wav"
1160,"Prothonotary Warbler",0.3,NA,60,"UF2-6",20240608,6,0,33,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Prothonotary_Warbler\20240608_060000.wav"
1161,"Prothonotary Warbler",0.65,NA,61,"UF2-9",20240605,6,4,0,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Prothonotary_Warbler\20240605_060400.wav"
1162,"Prothonotary Warbler",0.41,NA,62,"UF2-4",20240604,8,3,51,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Prothonotary_Warbler\20240604_080300.wav"
1163,"Prothonotary Warbler",0.44,NA,63,"UF2-4",20240605,6,0,18,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Prothonotary_Warbler\20240605_060000.wav"
1164,"Prothonotary Warbler",0.52,NA,64,"UF2-6",20240606,8,3,3,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Prothonotary_Warbler\20240606_080300.wav"
1165,"Prothonotary Warbler",0.33,NA,65,"UF2-1",20240605,8,1,15,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Prothonotary_Warbler\20240605_080100.wav"
1166,"Prothonotary Warbler",0.32,NA,66,"UF2-9",20240605,7,0,39,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Prothonotary_Warbler\20240605_070000.wav"
1167,"Prothonotary Warbler",0.57,NA,67,"UF2-4",20240605,6,2,15,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Prothonotary_Warbler\20240605_060200.wav"
1168,"Prothonotary Warbler",0.31,NA,68,"UF2-4",20240606,6,3,9,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Prothonotary_Warbler\20240606_060300.wav"
1169,"Prothonotary Warbler",0.6,NA,69,"UF2-4",20240606,6,4,15,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Prothonotary_Warbler\20240606_060400.wav"
1170,"Prothonotary Warbler",0.33,NA,70,"UF2-4",20240606,6,1,0,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Prothonotary_Warbler\20240606_060100.wav"
1171,"Prothonotary Warbler",0.31,NA,71,"UF2-1",20240607,8,4,36,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Prothonotary_Warbler\20240607_080400.wav"
1172,"Prothonotary Warbler",0.44,NA,72,"UF2-4",20240605,6,0,54,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Prothonotary_Warbler\20240605_060000.wav"
1173,"Prothonotary Warbler",0.31,NA,73,"UF2-4",20240612,8,0,21,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Prothonotary_Warbler\20240612_080000.wav"
1174,"Prothonotary Warbler",0.58,NA,74,"UF2-4",20240607,6,4,3,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Prothonotary_Warbler\20240607_060400.wav"
1175,"Prothonotary Warbler",0.34,NA,75,"UF2-6",20240523,6,0,33,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Prothonotary_Warbler\20240523_060000.wav"
1176,"Prothonotary Warbler",0.54,NA,76,"UF2-4",20240605,6,0,42,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Prothonotary_Warbler\20240605_060000.wav"
1177,"Prothonotary Warbler",0.48,NA,77,"UF2-9",20240607,6,2,42,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Prothonotary_Warbler\20240607_060200.wav"
1178,"Prothonotary Warbler",0.34,NA,78,"UF3-9",20240607,6,0,57,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Prothonotary_Warbler\20240607_060000.wav"
1179,"Prothonotary Warbler",0.31,NA,79,"UF2-9",20240613,6,0,33,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Prothonotary_Warbler\20240613_060000.wav"
1180,"Prothonotary Warbler",0.41,NA,80,"UF2-9",20240607,6,4,39,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Prothonotary_Warbler\20240607_060400.wav"
1181,"Prothonotary Warbler",0.31,NA,81,"UF2-6",20240606,6,0,36,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Prothonotary_Warbler\20240606_060000.wav"
1182,"Prothonotary Warbler",0.39,NA,82,"UF2-4",20240606,6,3,36,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Prothonotary_Warbler\20240606_060300.wav"
1183,"Prothonotary Warbler",0.3,NA,83,"UF2-1",20240606,6,2,54,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Prothonotary_Warbler\20240606_060200.wav"
1184,"Prothonotary Warbler",0.49,NA,84,"UF2-9",20240607,6,1,39,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Prothonotary_Warbler\20240607_060100.wav"
1185,"Prothonotary Warbler",0.45,NA,85,"UF3-1",20240605,8,0,3,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Prothonotary_Warbler\20240605_080000.wav"
1186,"Prothonotary Warbler",0.42,NA,86,"UF2-1",20240527,7,2,15,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Prothonotary_Warbler\20240527_070200.wav"
1187,"Prothonotary Warbler",0.32,NA,87,"UF2-4",20240612,8,2,57,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Prothonotary_Warbler\20240612_080200.wav"
1188,"Prothonotary Warbler",0.37,NA,88,"UF2-12",20240605,7,3,12,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Prothonotary_Warbler\20240605_070300.wav"
1189,"Prothonotary Warbler",0.4,NA,89,"UF2-9",20240609,8,4,6,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Prothonotary_Warbler\20240609_080400.wav"
1190,"Prothonotary Warbler",0.43,NA,90,"UF2-1",20240607,6,2,3,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Prothonotary_Warbler\20240607_060200.wav"
1191,"Prothonotary Warbler",0.45,NA,91,"UF2-12",20240607,6,2,42,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Prothonotary_Warbler\20240607_060200.wav"
1192,"Prothonotary Warbler",0.49,NA,92,"UF2-1",20240605,8,0,30,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Prothonotary_Warbler\20240605_080000.wav"
1193,"Prothonotary Warbler",0.61,NA,93,"UF2-4",20240606,6,3,6,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Prothonotary_Warbler\20240606_060300.wav"
1194,"Prothonotary Warbler",0.61,NA,94,"UF2-9",20240606,6,0,54,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Prothonotary_Warbler\20240606_060000.wav"
1195,"Prothonotary Warbler",0.39,NA,95,"UF2-1",20240606,6,2,36,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Prothonotary_Warbler\20240606_060200.wav"
1196,"Prothonotary Warbler",0.41,NA,96,"UF2-9",20240519,6,3,15,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Prothonotary_Warbler\20240519_060300.wav"
1197,"Prothonotary Warbler",0.53,NA,97,"UF2-12",20240606,6,2,12,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Prothonotary_Warbler\20240606_060200.wav"
1198,"Prothonotary Warbler",0.33,NA,98,"UF2-6",20240606,8,3,0,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Prothonotary_Warbler\20240606_080300.wav"
1199,"Prothonotary Warbler",0.5,NA,99,"UF2-9",20240609,8,3,36,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Prothonotary_Warbler\20240609_080300.wav"
1200,"Prothonotary Warbler",0.49,NA,100,"UF2-4",20240606,6,2,57,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Prothonotary_Warbler\20240606_060200.wav"
1201,"Red-eyed Vireo",0.74,NA,1,"UF2-4",20240529,7,2,3,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Red_eyed_Vireo\20240529_070200.wav"
1202,"Red-eyed Vireo",0.62,NA,2,"UF2-12",20240522,8,2,9,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Red_eyed_Vireo\20240522_080200.wav"
1203,"Red-eyed Vireo",0.53,NA,3,"UF3-7",20240625,7,3,39,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Red_eyed_Vireo\20240625_070300.wav"
1204,"Red-eyed Vireo",0.42,NA,4,"UF3-1",20240607,8,4,9,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Red_eyed_Vireo\20240607_080400.wav"
1205,"Red-eyed Vireo",0.63,NA,5,"UF2-4",20240529,7,1,57,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Red_eyed_Vireo\20240529_070100.wav"
1206,"Red-eyed Vireo",0.34,NA,6,"UF2-12",20240601,7,3,45,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Red_eyed_Vireo\20240601_070300.wav"
1207,"Red-eyed Vireo",0.73,NA,7,"UF2-4",20240529,7,2,36,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Red_eyed_Vireo\20240529_070200.wav"
1208,"Red-eyed Vireo",0.54,NA,8,"UF2-4",20240529,7,2,39,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Red_eyed_Vireo\20240529_070200.wav"
1209,"Red-eyed Vireo",0.78,NA,9,"UF3-7",20240618,7,2,42,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Red_eyed_Vireo\20240618_070200.wav"
1210,"Red-eyed Vireo",0.55,NA,10,"UF2-12",20240612,8,4,18,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Red_eyed_Vireo\20240612_080400.wav"
1211,"Red-eyed Vireo",0.5,NA,11,"UF2-12",20240608,8,0,27,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Red_eyed_Vireo\20240608_080000.wav"
1212,"Red-eyed Vireo",0.38,NA,12,"UF3-9",20240521,7,2,0,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Red_eyed_Vireo\20240521_070200.wav"
1213,"Red-eyed Vireo",0.62,NA,13,"UF3-1",20240607,8,2,18,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Red_eyed_Vireo\20240607_080200.wav"
1214,"Red-eyed Vireo",0.33,NA,14,"UF3-4",20240520,7,2,57,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Red_eyed_Vireo\20240520_070200.wav"
1215,"Red-eyed Vireo",0.58,NA,15,"UF2-12",20240522,7,1,33,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Red_eyed_Vireo\20240522_070100.wav"
1216,"Red-eyed Vireo",0.59,NA,16,"UF2-6",20240528,8,3,45,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Red_eyed_Vireo\20240528_080300.wav"
1217,"Red-eyed Vireo",0.4,NA,17,"UF3-9",20240602,7,3,33,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Red_eyed_Vireo\20240602_070300.wav"
1218,"Red-eyed Vireo",0.49,NA,18,"UF3-9",20240602,7,4,57,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Red_eyed_Vireo\20240602_070400.wav"
1219,"Red-eyed Vireo",0.5,NA,19,"UF2-12",20240527,7,0,18,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Red_eyed_Vireo\20240527_070000.wav"
1220,"Red-eyed Vireo",0.48,NA,20,"UF3-7",20240618,7,2,0,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Red_eyed_Vireo\20240618_070200.wav"
1221,"Red-eyed Vireo",0.51,NA,21,"UF2-4",20240529,7,3,39,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Red_eyed_Vireo\20240529_070300.wav"
1222,"Red-eyed Vireo",0.37,NA,22,"UF3-7",20240613,7,4,0,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Red_eyed_Vireo\20240613_070400.wav"
1223,"Red-eyed Vireo",0.34,NA,23,"UF3-4",20240609,6,0,48,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Red_eyed_Vireo\20240609_060000.wav"
1224,"Red-eyed Vireo",0.64,NA,24,"UF2-12",20240529,8,0,48,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Red_eyed_Vireo\20240529_080000.wav"
1225,"Red-eyed Vireo",0.52,NA,25,"UF3-9",20240529,6,1,21,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Red_eyed_Vireo\20240529_060100.wav"
1226,"Red-eyed Vireo",0.57,NA,26,"UF3-4",20240521,7,1,0,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Red_eyed_Vireo\20240521_070100.wav"
1227,"Red-eyed Vireo",0.76,NA,27,"UF2-4",20240527,8,2,3,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Red_eyed_Vireo\20240527_080200.wav"
1228,"Red-eyed Vireo",0.45,NA,28,"UF3-7",20240610,6,1,33,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Red_eyed_Vireo\20240610_060100.wav"
1229,"Red-eyed Vireo",0.33,NA,29,"UF3-9",20240602,8,2,39,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Red_eyed_Vireo\20240602_080200.wav"
1230,"Red-eyed Vireo",0.65,NA,30,"UF2-12",20240521,7,2,15,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Red_eyed_Vireo\20240521_070200.wav"
1231,"Red-eyed Vireo",0.3,NA,31,"UF3-4",20240520,7,4,15,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Red_eyed_Vireo\20240520_070400.wav"
1232,"Red-eyed Vireo",0.61,NA,32,"UF3-4",20240521,7,1,57,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Red_eyed_Vireo\20240521_070100.wav"
1233,"Red-eyed Vireo",0.67,NA,33,"UF2-4",20240529,7,2,30,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Red_eyed_Vireo\20240529_070200.wav"
1234,"Red-eyed Vireo",0.52,NA,34,"UF3-9",20240529,6,1,24,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Red_eyed_Vireo\20240529_060100.wav"
1235,"Red-eyed Vireo",0.49,NA,35,"UF2-12",20240612,7,4,30,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Red_eyed_Vireo\20240612_070400.wav"
1236,"Red-eyed Vireo",0.43,NA,36,"UF3-9",20240602,7,3,51,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Red_eyed_Vireo\20240602_070300.wav"
1237,"Red-eyed Vireo",0.7,NA,37,"UF3-7",20240629,7,3,21,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Red_eyed_Vireo\20240629_070300.wav"
1238,"Red-eyed Vireo",0.38,NA,38,"UF2-12",20240527,8,0,54,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Red_eyed_Vireo\20240527_080000.wav"
1239,"Red-eyed Vireo",0.53,NA,39,"UF3-1",20240530,8,2,30,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Red_eyed_Vireo\20240530_080200.wav"
1240,"Red-eyed Vireo",0.65,NA,40,"UF3-1",20240607,8,1,6,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Red_eyed_Vireo\20240607_080100.wav"
1241,"Red-eyed Vireo",0.55,NA,41,"UF2-4",20240529,7,1,54,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Red_eyed_Vireo\20240529_070100.wav"
1242,"Red-eyed Vireo",0.58,NA,42,"UF3-4",20240521,7,4,6,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Red_eyed_Vireo\20240521_070400.wav"
1243,"Red-eyed Vireo",0.36,NA,43,"UF3-9",20240528,8,3,9,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Red_eyed_Vireo\20240528_080300.wav"
1244,"Red-eyed Vireo",0.62,NA,44,"UF3-9",20240602,7,3,54,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Red_eyed_Vireo\20240602_070300.wav"
1245,"Red-eyed Vireo",0.34,NA,45,"UF2-12",20240522,7,3,54,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Red_eyed_Vireo\20240522_070300.wav"
1246,"Red-eyed Vireo",0.6,NA,46,"UF3-9",20240605,7,4,42,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Red_eyed_Vireo\20240605_070400.wav"
1247,"Red-eyed Vireo",0.36,NA,47,"UF3-9",20240518,7,3,0,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Red_eyed_Vireo\20240518_070300.wav"
1248,"Red-eyed Vireo",0.59,NA,48,"UF3-4",20240521,7,2,21,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Red_eyed_Vireo\20240521_070200.wav"
1249,"Red-eyed Vireo",0.43,NA,49,"UF2-1",20240519,7,0,21,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Red_eyed_Vireo\20240519_070000.wav"
1250,"Red-eyed Vireo",0.58,NA,50,"UF2-4",20240527,8,1,39,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Red_eyed_Vireo\20240527_080100.wav"
1251,"Red-eyed Vireo",0.54,NA,51,"UF2-12",20240601,7,4,6,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Red_eyed_Vireo\20240601_070400.wav"
1252,"Red-eyed Vireo",0.56,NA,52,"UF3-9",20240529,6,1,33,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Red_eyed_Vireo\20240529_060100.wav"
1253,"Red-eyed Vireo",0.35,NA,53,"UF2-12",20240522,7,2,48,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Red_eyed_Vireo\20240522_070200.wav"
1254,"Red-eyed Vireo",0.4,NA,54,"UF3-4",20240520,7,2,48,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Red_eyed_Vireo\20240520_070200.wav"
1255,"Red-eyed Vireo",0.55,NA,55,"UF3-7",20240626,8,0,30,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Red_eyed_Vireo\20240626_080000.wav"
1256,"Red-eyed Vireo",0.32,NA,56,"UF3-9",20240518,7,4,42,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Red_eyed_Vireo\20240518_070400.wav"
1257,"Red-eyed Vireo",0.71,NA,57,"UF2-12",20240608,8,1,54,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Red_eyed_Vireo\20240608_080100.wav"
1258,"Red-eyed Vireo",0.6,NA,58,"UF2-4",20240529,7,3,24,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Red_eyed_Vireo\20240529_070300.wav"
1259,"Red-eyed Vireo",0.33,NA,59,"UF3-7",20240626,8,0,3,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Red_eyed_Vireo\20240626_080000.wav"
1260,"Red-eyed Vireo",0.66,NA,60,"UF3-1",20240607,8,2,12,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Red_eyed_Vireo\20240607_080200.wav"
1261,"Red-eyed Vireo",0.38,NA,61,"UF3-9",20240602,8,1,9,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Red_eyed_Vireo\20240602_080100.wav"
1262,"Red-eyed Vireo",0.32,NA,62,"UF3-9",20240610,6,3,0,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Red_eyed_Vireo\20240610_060300.wav"
1263,"Red-eyed Vireo",0.83,NA,63,"UF3-4",20240521,7,1,42,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Red_eyed_Vireo\20240521_070100.wav"
1264,"Red-eyed Vireo",0.51,NA,64,"UF3-7",20240629,7,1,42,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Red_eyed_Vireo\20240629_070100.wav"
1265,"Red-eyed Vireo",0.36,NA,65,"UF3-7",20240629,7,1,12,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Red_eyed_Vireo\20240629_070100.wav"
1266,"Red-eyed Vireo",0.63,NA,66,"UF3-4",20240521,7,3,45,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Red_eyed_Vireo\20240521_070300.wav"
1267,"Red-eyed Vireo",0.65,NA,67,"UF3-7",20240625,7,4,24,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Red_eyed_Vireo\20240625_070400.wav"
1268,"Red-eyed Vireo",0.5,NA,68,"UF2-9",20240531,7,1,54,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Red_eyed_Vireo\20240531_070100.wav"
1269,"Red-eyed Vireo",0.31,NA,69,"UF3-4",20240523,6,0,21,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Red_eyed_Vireo\20240523_060000.wav"
1270,"Red-eyed Vireo",0.71,NA,70,"UF3-7",20240618,7,2,21,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Red_eyed_Vireo\20240618_070200.wav"
1271,"Red-eyed Vireo",0.56,NA,71,"UF3-7",20240625,6,4,45,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Red_eyed_Vireo\20240625_060400.wav"
1272,"Red-eyed Vireo",0.62,NA,72,"UF2-4",20240521,7,2,6,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Red_eyed_Vireo\20240521_070200.wav"
1273,"Red-eyed Vireo",0.47,NA,73,"UF2-12",20240522,7,1,39,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Red_eyed_Vireo\20240522_070100.wav"
1274,"Red-eyed Vireo",0.48,NA,74,"UF2-12",20240528,6,1,0,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Red_eyed_Vireo\20240528_060100.wav"
1275,"Red-eyed Vireo",0.64,NA,75,"UF2-12",20240608,8,1,24,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Red_eyed_Vireo\20240608_080100.wav"
1276,"Red-eyed Vireo",0.78,NA,76,"UF3-7",20240626,8,0,27,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Red_eyed_Vireo\20240626_080000.wav"
1277,"Red-eyed Vireo",0.48,NA,77,"UF3-7",20240622,7,4,54,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Red_eyed_Vireo\20240622_070400.wav"
1278,"Red-eyed Vireo",0.63,NA,78,"UF2-4",20240529,7,3,42,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Red_eyed_Vireo\20240529_070300.wav"
1279,"Red-eyed Vireo",0.38,NA,79,"UF3-1",20240607,8,1,27,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Red_eyed_Vireo\20240607_080100.wav"
1280,"Red-eyed Vireo",0.73,NA,80,"UF3-7",20240629,7,2,3,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Red_eyed_Vireo\20240629_070200.wav"
1281,"Red-eyed Vireo",0.51,NA,81,"UF3-7",20240613,7,4,9,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Red_eyed_Vireo\20240613_070400.wav"
1282,"Red-eyed Vireo",0.7,NA,82,"UF3-7",20240629,7,2,0,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Red_eyed_Vireo\20240629_070200.wav"
